year,make,model,trim,body,market,function_key,location_hint,tech,bulb_code,base,qty,serviceable,notes,source_1,source_2,confidence
2005,Subaru,Impreza,WRX Wagon (JDM),Wagon,JDM,parking_position_front,Corner Lamp,bulb,168,W2.1x9.5d,2,true,,JDM FSM,JDM specs,medium
2005,Subaru,Impreza,WRX Wagon (JDM),Wagon,JDM,reverse,Rear Combo Lamp,bulb,1156,BA15s,2,true,,JDM FSM,JDM specs,medium
2005,Subaru,Impreza,WRX Wagon (JDM),Wagon,JDM,tail,Rear Combo Lamp,bulb,1157,BAY15d,2,true,Stop/Tail,JDM FSM,JDM specs,medium
2005,Subaru,Impreza,WRX Wagon (JDM),Wagon,JDM,turn_front,Bumper/Corner,bulb,1156,BA15s,2,true,Amber,JDM FSM,JDM specs,medium
2005,Subaru,Impreza,WRX Wagon (JDM),Wagon,JDM,turn_rear,Rear Combo Lamp,bulb,1156,BA15s,2,true,Amber,JDM FSM,JDM specs,medium
2005,Subaru,Legacy,2.5i (US),TBD,USDM,headlight_high,Headlamp Housing,bulb,9005 (HB3),P20d,2,true,High Beam,Owner's Manual,Sylvania,high
2005,Subaru,Legacy,2.5i (US),TBD,USDM,headlight_low,Headlamp Housing,bulb,H7,PX26d,2,true,Projector Low,Owner's Manual,Sylvania,high
2005,Subaru,Legacy,B4 2.0GT (JDM),Sedan,JDM,brake,Rear Combo Lamp,bulb,1157,BAY15d,2,true,Stop/Tail,JDM FSM,JDM specs,medium
2005,Subaru,Legacy,B4 2.0GT (JDM),Sedan,JDM,fog_front,Bumper,bulb,H3,PK22s,2,true,Projector Fog,JDM FSM,JDM specs,medium
2005,Subaru,Legacy,B4 2.0GT (JDM),Sedan,JDM,headlight_high,Headlamp Housing,bulb,H4 (9003),P43t,2,true,Dual filament,JDM FSM,JDM specs,medium
2005,Subaru,Legacy,B4 2.0GT (JDM),Sedan,JDM,headlight_low,Headlamp Housing,bulb,H4 (9003),P43t,2,true,Dual filament,JDM FSM,JDM specs,medium
2005,Subaru,Legacy,B4 2.0GT (JDM),Sedan,JDM,license_plate,Trunk/Bumper,bulb,168,W2.1x9.5d,2,true,,JDM FSM,JDM specs,medium
2005,Subaru,Legacy,B4 2.0GT (JDM),Sedan,JDM,parking_position_front,Corner Lamp,bulb,168,W2.1x9.5d,2,true,,JDM FSM,JDM specs,medium
2005,Subaru,Legacy,B4 2.0GT (JDM),Sedan,JDM,reverse,Rear Combo Lamp,bulb,1156,BA15s,2,true,,JDM FSM,JDM specs,medium
2005,Subaru,Legacy,B4 2.0GT (JDM),Sedan,JDM,tail,Rear Combo Lamp,bulb,1157,BAY15d,2,true,Stop/Tail,JDM FSM,JDM specs,medium
2005,Subaru,Legacy,B4 2.0GT (JDM),Sedan,JDM,turn_front,Bumper/Corner,bulb,1156,BA15s,2,true,Amber,JDM FSM,JDM specs,medium
2005,Subaru,Legacy,B4 2.0GT (JDM),Sedan,JDM,turn_rear,Rear Combo Lamp,bulb,1156,BA15s,2,true,Amber,JDM FSM,JDM specs,medium
2005,Subaru,Legacy,B4 2.0GT Spec.B (JDM),Sedan,JDM,brake,Rear Combo Lamp,bulb,1157,BAY15d,2,true,Stop/Tail,JDM FSM,JDM specs,medium
2005,Subaru,Legacy,B4 2.0GT Spec.B (JDM),Sedan,JDM,fog_front,Bumper,bulb,H3,PK22s,2,true,Projector Fog,JDM FSM,JDM specs,medium
2005,Subaru,Legacy,B4 2.0GT Spec.B (JDM),Sedan,JDM,headlight_high,Headlamp Housing,bulb,H4 (9003),P43t,2,true,Dual filament,JDM FSM,JDM specs,medium
2005,Subaru,Legacy,B4 2.0GT Spec.B (JDM),Sedan,JDM,headlight_low,Headlamp Housing,bulb,H4 (9003),P43t,2,true,Dual filament,JDM FSM,JDM specs,medium
2005,Subaru,Legacy,B4 2.0GT Spec.B (JDM),Sedan,JDM,license_plate,Trunk/Bumper,bulb,168,W2.1x9.5d,2,true,,JDM FSM,JDM specs,medium
2005,Subaru,Legacy,B4 2.0GT Spec.B (JDM),Sedan,JDM,parking_position_front,Corner Lamp,bulb,168,W2.1x9.5d,2,true,,JDM FSM,JDM specs,medium
2005,Subaru,Legacy,B4 2.0GT Spec.B (JDM),Sedan,JDM,reverse,Rear Combo Lamp,bulb,1156,BA15s,2,true,,JDM FSM,JDM specs,medium
2005,Subaru,Legacy,B4 2.0GT Spec.B (JDM),Sedan,JDM,tail,Rear Combo Lamp,bulb,1157,BAY15d,2,true,Stop/Tail,JDM FSM,JDM specs,medium
2005,Subaru,Legacy,B4 2.0GT Spec.B (JDM),Sedan,JDM,turn_front,Bumper/Corner,bulb,1156,BA15s,2,true,Amber,JDM FSM,JDM specs,medium
2005,Subaru,Legacy,B4 2.0GT Spec.B (JDM),Sedan,JDM,turn_rear,Rear Combo Lamp,bulb,1156,BA15s,2,true,Amber,JDM FSM,JDM specs,medium
2005,Subaru,Legacy,B4 3.0R (JDM),Sedan,JDM,brake,Rear Combo Lamp,bulb,1157,BAY15d,2,true,Stop/Tail,JDM FSM,JDM specs,medium
2005,Subaru,Legacy,B4 3.0R (JDM),Sedan,JDM,headlight_high,Headlamp Housing,bulb,H4 (9003),P43t,2,true,Dual filament,JDM FSM,JDM specs,medium
2005,Subaru,Legacy,B4 3.0R (JDM),Sedan,JDM,headlight_low,Headlamp Housing,bulb,H4 (9003),P43t,2,true,Dual filament,JDM FSM,JDM specs,medium
2005,Subaru,Legacy,B4 3.0R (JDM),Sedan,JDM,license_plate,Trunk/Bumper,bulb,168,W2.1x9.5d,2,true,,JDM FSM,JDM specs,medium
2005,Subaru,Legacy,B4 3.0R (JDM),Sedan,JDM,parking_position_front,Corner Lamp,bulb,168,W2.1x9.5d,2,true,,JDM FSM,JDM specs,medium
2005,Subaru,Legacy,B4 3.0R (JDM),Sedan,JDM,reverse,Rear Combo Lamp,bulb,1156,BA15s,2,true,,JDM FSM,JDM specs,medium
2005,Subaru,Legacy,B4 3.0R (JDM),Sedan,JDM,tail,Rear Combo Lamp,bulb,1157,BAY15d,2,true,Stop/Tail,JDM FSM,JDM specs,medium
2005,Subaru,Legacy,B4 3.0R (JDM),Sedan,JDM,turn_front,Bumper/Corner,bulb,1156,BA15s,2,true,Amber,JDM FSM,JDM specs,medium
2005,Subaru,Legacy,B4 3.0R (JDM),Sedan,JDM,turn_rear,Rear Combo Lamp,bulb,1156,BA15s,2,true,Amber,JDM FSM,JDM specs,medium
2005,Subaru,Legacy,B4 3.0R Spec.B (JDM),Sedan,JDM,brake,Rear Combo Lamp,bulb,1157,BAY15d,2,true,Stop/Tail,JDM FSM,JDM specs,medium
2005,Subaru,Legacy,B4 3.0R Spec.B (JDM),Sedan,JDM,headlight_high,Headlamp Housing,bulb,H4 (9003),P43t,2,true,Dual filament,JDM FSM,JDM specs,medium
2005,Subaru,Legacy,B4 3.0R Spec.B (JDM),Sedan,JDM,headlight_low,Headlamp Housing,bulb,H4 (9003),P43t,2,true,Dual filament,JDM FSM,JDM specs,medium
2005,Subaru,Legacy,B4 3.0R Spec.B (JDM),Sedan,JDM,license_plate,Trunk/Bumper,bulb,168,W2.1x9.5d,2,true,,JDM FSM,JDM specs,medium
2005,Subaru,Legacy,B4 3.0R Spec.B (JDM),Sedan,JDM,parking_position_front,Corner Lamp,bulb,168,W2.1x9.5d,2,true,,JDM FSM,JDM specs,medium
2005,Subaru,Legacy,B4 3.0R Spec.B (JDM),Sedan,JDM,reverse,Rear Combo Lamp,bulb,1156,BA15s,2,true,,JDM FSM,JDM specs,medium
2005,Subaru,Legacy,B4 3.0R Spec.B (JDM),Sedan,JDM,tail,Rear Combo Lamp,bulb,1157,BAY15d,2,true,Stop/Tail,JDM FSM,JDM specs,medium
2005,Subaru,Legacy,B4 3.0R Spec.B (JDM),Sedan,JDM,turn_front,Bumper/Corner,bulb,1156,BA15s,2,true,Amber,JDM FSM,JDM specs,medium
2005,Subaru,Legacy,B4 3.0R Spec.B (JDM),Sedan,JDM,turn_rear,Rear Combo Lamp,bulb,1156,BA15s,2,true,Amber,JDM FSM,JDM specs,medium
2005,Subaru,Legacy,GT (US),TBD,USDM,headlight_high,Headlamp Housing,bulb,9005 (HB3),P20d,2,true,High Beam,Owner's Manual,Sylvania,high
2005,Subaru,Legacy,GT (US),TBD,USDM,headlight_low,Headlamp Housing,bulb,H7,PX26d,2,true,Projector Low,Owner's Manual,Sylvania,high
2005,Subaru,Legacy,GT Limited (US),TBD,USDM,headlight_high,Headlamp Housing,bulb,9005 (HB3),P20d,2,true,High Beam,Owner's Manual,Sylvania,high
2005,Subaru,Legacy,GT Limited (US),TBD,USDM,headlight_low,Headlamp Housing,bulb,H7,PX26d,2,true,Projector Low,Owner's Manual,Sylvania,high
2005,Subaru,Legacy,Touring Wagon 2.0GT (JDM),Wagon,JDM,brake,Rear Combo Lamp,bulb,1157,BAY15d,2,true,Stop/Tail,JDM FSM,JDM specs,medium
2005,Subaru,Legacy,Touring Wagon 2.0GT (JDM),Wagon,JDM,fog_front,Bumper,bulb,H3,PK22s,2,true,Projector Fog,JDM FSM,JDM specs,medium
2005,Subaru,Legacy,Touring Wagon 2.0GT (JDM),Wagon,JDM,headlight_high,Headlamp Housing,bulb,H4 (9003),P43t,2,true,Dual filament,JDM FSM,JDM specs,medium
2005,Subaru,Legacy,Touring Wagon 2.0GT (JDM),Wagon,JDM,headlight_low,Headlamp Housing,bulb,H4 (9003),P43t,2,true,Dual filament,JDM FSM,JDM specs,medium
2005,Subaru,Legacy,Touring Wagon 2.0GT (JDM),Wagon,JDM,license_plate,Trunk/Bumper,bulb,168,W2.1x9.5d,2,true,,JDM FSM,JDM specs,medium
2005,Subaru,Legacy,Touring Wagon 2.0GT (JDM),Wagon,JDM,parking_position_front,Corner Lamp,bulb,168,W2.1x9.5d,2,true,,JDM FSM,JDM specs,medium
2005,Subaru,Legacy,Touring Wagon 2.0GT (JDM),Wagon,JDM,reverse,Rear Combo Lamp,bulb,1156,BA15s,2,true,,JDM FSM,JDM specs,medium
2005,Subaru,Legacy,Touring Wagon 2.0GT (JDM),Wagon,JDM,tail,Rear Combo Lamp,bulb,1157,BAY15d,2,true,Stop/Tail,JDM FSM,JDM specs,medium
2005,Subaru,Legacy,Touring Wagon 2.0GT (JDM),Wagon,JDM,turn_front,Bumper/Corner,bulb,1156,BA15s,2,true,Amber,JDM FSM,JDM specs,medium
2005,Subaru,Legacy,Touring Wagon 2.0GT (JDM),Wagon,JDM,turn_rear,Rear Combo Lamp,bulb,1156,BA15s,2,true,Amber,JDM FSM,JDM specs,medium
2005,Subaru,Legacy,Touring Wagon 2.0GT Spec.B (JDM),Wagon,JDM,brake,Rear Combo Lamp,bulb,1157,BAY15d,2,true,Stop/Tail,JDM FSM,JDM specs,medium
2005,Subaru,Legacy,Touring Wagon 2.0GT Spec.B (JDM),Wagon,JDM,fog_front,Bumper,bulb,H3,PK22s,2,true,Projector Fog,JDM FSM,JDM specs,medium
2005,Subaru,Legacy,Touring Wagon 2.0GT Spec.B (JDM),Wagon,JDM,headlight_high,Headlamp Housing,bulb,H4 (9003),P43t,2,true,Dual filament,JDM FSM,JDM specs,medium
2005,Subaru,Legacy,Touring Wagon 2.0GT Spec.B (JDM),Wagon,JDM,headlight_low,Headlamp Housing,bulb,H4 (9003),P43t,2,true,Dual filament,JDM FSM,JDM specs,medium
2005,Subaru,Legacy,Touring Wagon 2.0GT Spec.B (JDM),Wagon,JDM,license_plate,Trunk/Bumper,bulb,168,W2.1x9.5d,2,true,,JDM FSM,JDM specs,medium
2005,Subaru,Legacy,Touring Wagon 2.0GT Spec.B (JDM),Wagon,JDM,parking_position_front,Corner Lamp,bulb,168,W2.1x9.5d,2,true,,JDM FSM,JDM specs,medium
2005,Subaru,Legacy,Touring Wagon 2.0GT Spec.B (JDM),Wagon,JDM,reverse,Rear Combo Lamp,bulb,1156,BA15s,2,true,,JDM FSM,JDM specs,medium
2005,Subaru,Legacy,Touring Wagon 2.0GT Spec.B (JDM),Wagon,JDM,tail,Rear Combo Lamp,bulb,1157,BAY15d,2,true,Stop/Tail,JDM FSM,JDM specs,medium
2005,Subaru,Legacy,Touring Wagon 2.0GT Spec.B (JDM),Wagon,JDM,turn_front,Bumper/Corner,bulb,1156,BA15s,2,true,Amber,JDM FSM,JDM specs,medium
2005,Subaru,Legacy,Touring Wagon 2.0GT Spec.B (JDM),Wagon,JDM,turn_rear,Rear Combo Lamp,bulb,1156,BA15s,2,true,Amber,JDM FSM,JDM specs,medium
2005,Subaru,Outback,2.5i (JDM),Wagon,JDM,brake,Rear Combo Lamp,bulb,1157,BAY15d,2,true,Stop/Tail,JDM FSM,JDM specs,medium
2005,Subaru,Outback,2.5i (JDM),Wagon,JDM,headlight_high,Headlamp Housing,bulb,H4 (9003),P43t,2,true,Dual filament,JDM FSM,JDM specs,medium
2005,Subaru,Outback,2.5i (JDM),Wagon,JDM,headlight_low,Headlamp Housing,bulb,H4 (9003),P43t,2,true,Dual filament,JDM FSM,JDM specs,medium
2005,Subaru,Outback,2.5i (JDM),Wagon,JDM,license_plate,Trunk/Bumper,bulb,168,W2.1x9.5d,2,true,,JDM FSM,JDM specs,medium
2005,Subaru,Outback,2.5i (JDM),Wagon,JDM,parking_position_front,Corner Lamp,bulb,168,W2.1x9.5d,2,true,,JDM FSM,JDM specs,medium
2005,Subaru,Outback,2.5i (JDM),Wagon,JDM,reverse,Rear Combo Lamp,bulb,1156,BA15s,2,true,,JDM FSM,JDM specs,medium
2005,Subaru,Outback,2.5i (JDM),Wagon,JDM,tail,Rear Combo Lamp,bulb,1157,BAY15d,2,true,Stop/Tail,JDM FSM,JDM specs,medium
2005,Subaru,Outback,2.5i (JDM),Wagon,JDM,turn_front,Bumper/Corner,bulb,1156,BA15s,2,true,Amber,JDM FSM,JDM specs,medium
2005,Subaru,Outback,2.5i (JDM),Wagon,JDM,turn_rear,Rear Combo Lamp,bulb,1156,BA15s,2,true,Amber,JDM FSM,JDM specs,medium
2005,Subaru,Outback,2.5i (US),TBD,USDM,headlight_high,Headlamp Housing,bulb,9005 (HB3),P20d,2,true,High Beam,Owner's Manual,Sylvania,high
2005,Subaru,Outback,2.5i (US),TBD,USDM,headlight_low,Headlamp Housing,bulb,H7,PX26d,2,true,Projector Low,Owner's Manual,Sylvania,high
2005,Subaru,Outback,3.0R (JDM),Wagon,JDM,brake,Rear Combo Lamp,bulb,1157,BAY15d,2,true,Stop/Tail,JDM FSM,JDM specs,medium
2005,Subaru,Outback,3.0R (JDM),Wagon,JDM,headlight_high,Headlamp Housing,bulb,H4 (9003),P43t,2,true,Dual filament,JDM FSM,JDM specs,medium
2005,Subaru,Outback,3.0R (JDM),Wagon,JDM,headlight_low,Headlamp Housing,bulb,H4 (9003),P43t,2,true,Dual filament,JDM FSM,JDM specs,medium
2005,Subaru,Outback,3.0R (JDM),Wagon,JDM,license_plate,Trunk/Bumper,bulb,168,W2.1x9.5d,2,true,,JDM FSM,JDM specs,medium
2005,Subaru,Outback,3.0R (JDM),Wagon,JDM,parking_position_front,Corner Lamp,bulb,168,W2.1x9.5d,2,true,,JDM FSM,JDM specs,medium
2005,Subaru,Outback,3.0R (JDM),Wagon,JDM,reverse,Rear Combo Lamp,bulb,1156,BA15s,2,true,,JDM FSM,JDM specs,medium
2005,Subaru,Outback,3.0R (JDM),Wagon,JDM,tail,Rear Combo Lamp,bulb,1157,BAY15d,2,true,Stop/Tail,JDM FSM,JDM specs,medium
2005,Subaru,Outback,3.0R (JDM),Wagon,JDM,turn_front,Bumper/Corner,bulb,1156,BA15s,2,true,Amber,JDM FSM,JDM specs,medium
2005,Subaru,Outback,3.0R (JDM),Wagon,JDM,turn_rear,Rear Combo Lamp,bulb,1156,BA15s,2,true,Amber,JDM FSM,JDM specs,medium
2005,Subaru,Outback,3.0R L.L. Bean Edition (US),TBD,USDM,headlight_high,Headlamp Housing,bulb,9005 (HB3),P20d,2,true,High Beam,Owner's Manual,Sylvania,high
2005,Subaru,Outback,3.0R L.L. Bean Edition (US),TBD,USDM,headlight_low,Headlamp Housing,bulb,H7,PX26d,2,true,Projector Low,Owner's Manual,Sylvania,high
2005,Subaru,Outback,XT (US),TBD,USDM,headlight_high,Headlamp Housing,bulb,9005 (HB3),P20d,2,true,High Beam,Owner's Manual,Sylvania,high
2005,Subaru,Outback,XT (US),TBD,USDM,headlight_low,Headlamp Housing,bulb,H7,PX26d,2,true,Projector Low,Owner's Manual,Sylvania,high
2005,Subaru,Outback,XT Limited (US),TBD,USDM,headlight_high,Headlamp Housing,bulb,9005 (HB3),P20d,2,true,High Beam,Owner's Manual,Sylvania,high
2005,Subaru,Outback,XT Limited (US),TBD,USDM,headlight_low,Headlamp Housing,bulb,H7,PX26d,2,true,Projector Low,Owner's Manual,Sylvania,high
2005,Subaru,Pleo,A (JDM),Hatchback,JDM,brake,Rear Combo Lamp,bulb,1157,BAY15d,2,true,Stop/Tail,JDM FSM,JDM specs,medium
2005,Subaru,Pleo,A (JDM),Hatchback,JDM,headlight_high,Headlamp Housing,bulb,H4 (9003),P43t,2,true,Dual filament,JDM FSM,JDM specs,medium
2005,Subaru,Pleo,A (JDM),Hatchback,JDM,headlight_low,Headlamp Housing,bulb,H4 (9003),P43t,2,true,Dual filament,JDM FSM,JDM specs,medium
2005,Subaru,Pleo,A (JDM),Hatchback,JDM,license_plate,Bumper,bulb,168,W2.1x9.5d,1,true,,JDM FSM,JDM specs,medium
2005,Subaru,Pleo,A (JDM),Hatchback,JDM,parking_position_front,Corner Lamp,bulb,168,W2.1x9.5d,2,true,,JDM FSM,JDM specs,medium
2005,Subaru,Pleo,A (JDM),Hatchback,JDM,reverse,Rear Combo Lamp,bulb,1156,BA15s,1,true,,JDM FSM,JDM specs,medium
2005,Subaru,Pleo,A (JDM),Hatchback,JDM,tail,Rear Combo Lamp,bulb,1157,BAY15d,2,true,Stop/Tail,JDM FSM,JDM specs,medium
2005,Subaru,Pleo,A (JDM),Hatchback,JDM,third_brake,Rear Glass,bulb,921,W2.1x9.5d,1,true,,JDM FSM,JDM specs,medium
2005,Subaru,Pleo,A (JDM),Hatchback,JDM,turn_front,Bumper,bulb,1156,BA15s,2,true,Amber,JDM FSM,JDM specs,medium
2005,Subaru,Pleo,A (JDM),Hatchback,JDM,turn_rear,Rear Combo Lamp,bulb,1156,BA15s,2,true,Amber,JDM FSM,JDM specs,medium
2005,Subaru,Pleo,L (JDM),Hatchback,JDM,brake,Rear Combo Lamp,bulb,1157,BAY15d,2,true,Stop/Tail,JDM FSM,JDM specs,medium
2005,Subaru,Pleo,L (JDM),Hatchback,JDM,headlight_high,Headlamp Housing,bulb,H4 (9003),P43t,2,true,Dual filament,JDM FSM,JDM specs,medium
2005,Subaru,Pleo,L (JDM),Hatchback,JDM,headlight_low,Headlamp Housing,bulb,H4 (9003),P43t,2,true,Dual filament,JDM FSM,JDM specs,medium
2005,Subaru,Pleo,L (JDM),Hatchback,JDM,license_plate,Bumper,bulb,168,W2.1x9.5d,1,true,,JDM FSM,JDM specs,medium
2005,Subaru,Pleo,L (JDM),Hatchback,JDM,parking_position_front,Corner Lamp,bulb,168,W2.1x9.5d,2,true,,JDM FSM,JDM specs,medium
2005,Subaru,Pleo,L (JDM),Hatchback,JDM,reverse,Rear Combo Lamp,bulb,1156,BA15s,1,true,,JDM FSM,JDM specs,medium
2005,Subaru,Pleo,L (JDM),Hatchback,JDM,tail,Rear Combo Lamp,bulb,1157,BAY15d,2,true,Stop/Tail,JDM FSM,JDM specs,medium
2005,Subaru,Pleo,L (JDM),Hatchback,JDM,third_brake,Rear Glass,bulb,921,W2.1x9.5d,1,true,,JDM FSM,JDM specs,medium
2005,Subaru,Pleo,L (JDM),Hatchback,JDM,turn_front,Bumper,bulb,1156,BA15s,2,true,Amber,JDM FSM,JDM specs,medium
2005,Subaru,Pleo,L (JDM),Hatchback,JDM,turn_rear,Rear Combo Lamp,bulb,1156,BA15s,2,true,Amber,JDM FSM,JDM specs,medium
2005,Subaru,Pleo,Nesta (JDM),Hatchback,JDM,brake,Rear Combo Lamp,bulb,1157,BAY15d,2,true,Stop/Tail,JDM FSM,JDM specs,medium
2005,Subaru,Pleo,Nesta (JDM),Hatchback,JDM,headlight_high,Headlamp Housing,bulb,H4 (9003),P43t,2,true,Dual filament,JDM FSM,JDM specs,medium
2005,Subaru,Pleo,Nesta (JDM),Hatchback,JDM,headlight_low,Headlamp Housing,bulb,H4 (9003),P43t,2,true,Dual filament,JDM FSM,JDM specs,medium
2005,Subaru,Pleo,Nesta (JDM),Hatchback,JDM,license_plate,Bumper,bulb,168,W2.1x9.5d,1,true,,JDM FSM,JDM specs,medium
2005,Subaru,Pleo,Nesta (JDM),Hatchback,JDM,parking_position_front,Corner Lamp,bulb,168,W2.1x9.5d,2,true,,JDM FSM,JDM specs,medium
2005,Subaru,Pleo,Nesta (JDM),Hatchback,JDM,reverse,Rear Combo Lamp,bulb,1156,BA15s,1,true,,JDM FSM,JDM specs,medium
2005,Subaru,Pleo,Nesta (JDM),Hatchback,JDM,tail,Rear Combo Lamp,bulb,1157,BAY15d,2,true,Stop/Tail,JDM FSM,JDM specs,medium
2005,Subaru,Pleo,Nesta (JDM),Hatchback,JDM,third_brake,Rear Glass,bulb,921,W2.1x9.5d,1,true,,JDM FSM,JDM specs,medium
2005,Subaru,Pleo,Nesta (JDM),Hatchback,JDM,turn_front,Bumper,bulb,1156,BA15s,2,true,Amber,JDM FSM,JDM specs,medium
2005,Subaru,Pleo,Nesta (JDM),Hatchback,JDM,turn_rear,Rear Combo Lamp,bulb,1156,BA15s,2,true,Amber,JDM FSM,JDM specs,medium
2005,Subaru,Pleo,RS (JDM),Hatchback,JDM,brake,Rear Combo Lamp,bulb,1157,BAY15d,2,true,Stop/Tail,JDM FSM,JDM specs,medium
2005,Subaru,Pleo,RS (JDM),Hatchback,JDM,headlight_high,Headlamp Housing,bulb,H4 (9003),P43t,2,true,Dual filament,JDM FSM,JDM specs,medium
2005,Subaru,Pleo,RS (JDM),Hatchback,JDM,headlight_low,Headlamp Housing,bulb,H4 (9003),P43t,2,true,Dual filament,JDM FSM,JDM specs,medium
2005,Subaru,Pleo,RS (JDM),Hatchback,JDM,license_plate,Bumper,bulb,168,W2.1x9.5d,1,true,,JDM FSM,JDM specs,medium
2005,Subaru,Pleo,RS (JDM),Hatchback,JDM,parking_position_front,Corner Lamp,bulb,168,W2.1x9.5d,2,true,,JDM FSM,JDM specs,medium
2005,Subaru,Pleo,RS (JDM),Hatchback,JDM,reverse,Rear Combo Lamp,bulb,1156,BA15s,1,true,,JDM FSM,JDM specs,medium
2005,Subaru,Pleo,RS (JDM),Hatchback,JDM,tail,Rear Combo Lamp,bulb,1157,BAY15d,2,true,Stop/Tail,JDM FSM,JDM specs,medium
2005,Subaru,Pleo,RS (JDM),Hatchback,JDM,third_brake,Rear Glass,bulb,921,W2.1x9.5d,1,true,,JDM FSM,JDM specs,medium
2005,Subaru,Pleo,RS (JDM),Hatchback,JDM,turn_front,Bumper,bulb,1156,BA15s,2,true,Amber,JDM FSM,JDM specs,medium
2005,Subaru,Pleo,RS (JDM),Hatchback,JDM,turn_rear,Rear Combo Lamp,bulb,1156,BA15s,2,true,Amber,JDM FSM,JDM specs,medium
2005,Subaru,Pleo,RS 4WD (JDM),Hatchback,JDM,brake,Rear Combo Lamp,bulb,1157,BAY15d,2,true,Stop/Tail,JDM FSM,JDM specs,medium
2005,Subaru,Pleo,RS 4WD (JDM),Hatchback,JDM,headlight_high,Headlamp Housing,bulb,H4 (9003),P43t,2,true,Dual filament,JDM FSM,JDM specs,medium
2005,Subaru,Pleo,RS 4WD (JDM),Hatchback,JDM,headlight_low,Headlamp Housing,bulb,H4 (9003),P43t,2,true,Dual filament,JDM FSM,JDM specs,medium
2005,Subaru,Pleo,RS 4WD (JDM),Hatchback,JDM,license_plate,Bumper,bulb,168,W2.1x9.5d,1,true,,JDM FSM,JDM specs,medium
2005,Subaru,Pleo,RS 4WD (JDM),Hatchback,JDM,parking_position_front,Corner Lamp,bulb,168,W2.1x9.5d,2,true,,JDM FSM,JDM specs,medium
2005,Subaru,Pleo,RS 4WD (JDM),Hatchback,JDM,reverse,Rear Combo Lamp,bulb,1156,BA15s,1,true,,JDM FSM,JDM specs,medium
2005,Subaru,Pleo,RS 4WD (JDM),Hatchback,JDM,tail,Rear Combo Lamp,bulb,1157,BAY15d,2,true,Stop/Tail,JDM FSM,JDM specs,medium
2005,Subaru,Pleo,RS 4WD (JDM),Hatchback,JDM,third_brake,Rear Glass,bulb,921,W2.1x9.5d,1,true,,JDM FSM,JDM specs,medium
2005,Subaru,Pleo,RS 4WD (JDM),Hatchback,JDM,turn_front,Bumper,bulb,1156,BA15s,2,true,Amber,JDM FSM,JDM specs,medium
2005,Subaru,Pleo,RS 4WD (JDM),Hatchback,JDM,turn_rear,Rear Combo Lamp,bulb,1156,BA15s,2,true,Amber,JDM FSM,JDM specs,medium
2005,Subaru,R1,R (JDM),Hatchback,JDM,brake,Rear Combo Lamp,bulb,1157,BAY15d,2,true,Stop/Tail,JDM FSM,JDM specs,medium
2005,Subaru,R1,R (JDM),Hatchback,JDM,headlight_high,Headlamp Housing,bulb,H4 (9003),P43t,2,true,Dual filament,JDM FSM,JDM specs,medium
2005,Subaru,R1,R (JDM),Hatchback,JDM,headlight_low,Headlamp Housing,bulb,H4 (9003),P43t,2,true,Dual filament,JDM FSM,JDM specs,medium
2005,Subaru,R1,R (JDM),Hatchback,JDM,license_plate,Bumper,bulb,168,W2.1x9.5d,1,true,,JDM FSM,JDM specs,medium
2005,Subaru,R1,R (JDM),Hatchback,JDM,parking_position_front,Corner Lamp,bulb,168,W2.1x9.5d,2,true,,JDM FSM,JDM specs,medium
2005,Subaru,R1,R (JDM),Hatchback,JDM,reverse,Rear Combo Lamp,bulb,1156,BA15s,1,true,,JDM FSM,JDM specs,medium
2005,Subaru,R1,R (JDM),Hatchback,JDM,tail,Rear Combo Lamp,bulb,1157,BAY15d,2,true,Stop/Tail,JDM FSM,JDM specs,medium
2005,Subaru,R1,R (JDM),Hatchback,JDM,third_brake,Rear Glass,bulb,921,W2.1x9.5d,1,true,,JDM FSM,JDM specs,medium
2005,Subaru,R1,R (JDM),Hatchback,JDM,turn_front,Bumper,bulb,1156,BA15s,2,true,Amber,JDM FSM,JDM specs,medium
2005,Subaru,R1,R (JDM),Hatchback,JDM,turn_rear,Rear Combo Lamp,bulb,1156,BA15s,2,true,Amber,JDM FSM,JDM specs,medium
2005,Subaru,R1,S (JDM),Hatchback,JDM,brake,Rear Combo Lamp,bulb,1157,BAY15d,2,true,Stop/Tail,JDM FSM,JDM specs,medium
2005,Subaru,R1,S (JDM),Hatchback,JDM,headlight_high,Headlamp Housing,bulb,H4 (9003),P43t,2,true,Dual filament,JDM FSM,JDM specs,medium
2005,Subaru,R1,S (JDM),Hatchback,JDM,headlight_low,Headlamp Housing,bulb,H4 (9003),P43t,2,true,Dual filament,JDM FSM,JDM specs,medium
2005,Subaru,R1,S (JDM),Hatchback,JDM,license_plate,Bumper,bulb,168,W2.1x9.5d,1,true,,JDM FSM,JDM specs,medium
2005,Subaru,R1,S (JDM),Hatchback,JDM,parking_position_front,Corner Lamp,bulb,168,W2.1x9.5d,2,true,,JDM FSM,JDM specs,medium
2005,Subaru,R1,S (JDM),Hatchback,JDM,reverse,Rear Combo Lamp,bulb,1156,BA15s,1,true,,JDM FSM,JDM specs,medium
2005,Subaru,R1,S (JDM),Hatchback,JDM,tail,Rear Combo Lamp,bulb,1157,BAY15d,2,true,Stop/Tail,JDM FSM,JDM specs,medium
