year,make,model,trim,body,market,headlight_low,headlight_high,parking,turn_front,side_marker_front,drl,fog_front,cornering,turn_mirror,turn_fender,tail,brake,turn_rear,reverse,license_plate,high_mount_stop,rear_fog,side_marker_rear,turn_bumper,brake_trunk,reverse_trunk,dome,map,rear_map,cargo,trunk,glovebox,vanity,door_courtesy,footwell,step_courtesy,ignition_ring,center_console,shifter,ambient,cluster,hvac,radio,switch_bank,source_1,source_2,confidence
2007,Subaru,Pleo,Nesta (JDM),Hatchback,JDM,H4 (9003)|P43t|2|bulb|true,H4 (9003)|P43t|2|bulb|true,194|W2.1x9.5d|2|bulb|true,1156|BA15s|2|bulb|true,n/a,n/a,n/a,n/a,n/a,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|1|bulb|true,168|W2.1x9.5d|1|bulb|true,921|W3x16d|1|bulb|true,1156|BA15s|1|bulb|true,n/a,n/a,n/a,n/a,168|W2.1x9.5d|1|bulb|true,168|W2.1x9.5d|2|bulb|true,n/a,168|W2.1x9.5d|1|bulb|true,n/a,74|T5|1|bulb|true,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Generic,,medium
2007,Subaru,Pleo,RS (JDM),Hatchback,JDM,H4 (9003)|P43t|2|bulb|true,H4 (9003)|P43t|2|bulb|true,194|W2.1x9.5d|2|bulb|true,1156|BA15s|2|bulb|true,n/a,n/a,n/a,n/a,n/a,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|1|bulb|true,168|W2.1x9.5d|1|bulb|true,921|W3x16d|1|bulb|true,1156|BA15s|1|bulb|true,n/a,n/a,n/a,n/a,168|W2.1x9.5d|1|bulb|true,168|W2.1x9.5d|2|bulb|true,n/a,168|W2.1x9.5d|1|bulb|true,n/a,74|T5|1|bulb|true,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Generic,,medium
2007,Subaru,Pleo,RS 4WD (JDM),Hatchback,JDM,H4 (9003)|P43t|2|bulb|true,H4 (9003)|P43t|2|bulb|true,194|W2.1x9.5d|2|bulb|true,1156|BA15s|2|bulb|true,n/a,n/a,n/a,n/a,n/a,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|1|bulb|true,168|W2.1x9.5d|1|bulb|true,921|W3x16d|1|bulb|true,1156|BA15s|1|bulb|true,n/a,n/a,n/a,n/a,168|W2.1x9.5d|1|bulb|true,168|W2.1x9.5d|2|bulb|true,n/a,168|W2.1x9.5d|1|bulb|true,n/a,74|T5|1|bulb|true,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Generic,,medium
2007,Subaru,R1,R (JDM),Hatchback,JDM,H4 (9003)|P43t|2|bulb|true,H4 (9003)|P43t|2|bulb|true,194|W2.1x9.5d|2|bulb|true,1156|BA15s|2|bulb|true,n/a,n/a,n/a,n/a,n/a,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|1|bulb|true,168|W2.1x9.5d|1|bulb|true,921|W3x16d|1|bulb|true,1156|BA15s|1|bulb|true,n/a,n/a,n/a,n/a,168|W2.1x9.5d|1|bulb|true,168|W2.1x9.5d|2|bulb|true,n/a,168|W2.1x9.5d|1|bulb|true,n/a,74|T5|1|bulb|true,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Generic,,medium
2007,Subaru,R1,S (JDM),Hatchback,JDM,H4 (9003)|P43t|2|bulb|true,H4 (9003)|P43t|2|bulb|true,194|W2.1x9.5d|2|bulb|true,1156|BA15s|2|bulb|true,n/a,n/a,n/a,n/a,n/a,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|1|bulb|true,168|W2.1x9.5d|1|bulb|true,921|W3x16d|1|bulb|true,1156|BA15s|1|bulb|true,n/a,n/a,n/a,n/a,168|W2.1x9.5d|1|bulb|true,168|W2.1x9.5d|2|bulb|true,n/a,168|W2.1x9.5d|1|bulb|true,n/a,74|T5|1|bulb|true,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Generic,,medium
2007,Subaru,R1,S 4WD (JDM),Hatchback,JDM,H4 (9003)|P43t|2|bulb|true,H4 (9003)|P43t|2|bulb|true,194|W2.1x9.5d|2|bulb|true,1156|BA15s|2|bulb|true,n/a,n/a,n/a,n/a,n/a,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|1|bulb|true,168|W2.1x9.5d|1|bulb|true,921|W3x16d|1|bulb|true,1156|BA15s|1|bulb|true,n/a,n/a,n/a,n/a,168|W2.1x9.5d|1|bulb|true,168|W2.1x9.5d|2|bulb|true,n/a,168|W2.1x9.5d|1|bulb|true,n/a,74|T5|1|bulb|true,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Generic,,medium
2007,Subaru,R1,i (JDM),Hatchback,JDM,H4 (9003)|P43t|2|bulb|true,H4 (9003)|P43t|2|bulb|true,194|W2.1x9.5d|2|bulb|true,1156|BA15s|2|bulb|true,n/a,n/a,n/a,n/a,n/a,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|1|bulb|true,168|W2.1x9.5d|1|bulb|true,921|W3x16d|1|bulb|true,1156|BA15s|1|bulb|true,n/a,n/a,n/a,n/a,168|W2.1x9.5d|1|bulb|true,168|W2.1x9.5d|2|bulb|true,n/a,168|W2.1x9.5d|1|bulb|true,n/a,74|T5|1|bulb|true,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Generic,,medium
2007,Subaru,R1,i 4WD (JDM),Hatchback,JDM,H4 (9003)|P43t|2|bulb|true,H4 (9003)|P43t|2|bulb|true,194|W2.1x9.5d|2|bulb|true,1156|BA15s|2|bulb|true,n/a,n/a,n/a,n/a,n/a,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|1|bulb|true,168|W2.1x9.5d|1|bulb|true,921|W3x16d|1|bulb|true,1156|BA15s|1|bulb|true,n/a,n/a,n/a,n/a,168|W2.1x9.5d|1|bulb|true,168|W2.1x9.5d|2|bulb|true,n/a,168|W2.1x9.5d|1|bulb|true,n/a,74|T5|1|bulb|true,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Generic,,medium
2007,Subaru,R2,R (JDM),Hatchback,JDM,H4 (9003)|P43t|2|bulb|true,H4 (9003)|P43t|2|bulb|true,194|W2.1x9.5d|2|bulb|true,1156|BA15s|2|bulb|true,n/a,n/a,n/a,n/a,n/a,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|1|bulb|true,168|W2.1x9.5d|1|bulb|true,921|W3x16d|1|bulb|true,1156|BA15s|1|bulb|true,n/a,n/a,n/a,n/a,168|W2.1x9.5d|1|bulb|true,168|W2.1x9.5d|2|bulb|true,n/a,168|W2.1x9.5d|1|bulb|true,n/a,74|T5|1|bulb|true,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Generic,,medium
2007,Subaru,R2,RC (JDM),Hatchback,JDM,H4 (9003)|P43t|2|bulb|true,H4 (9003)|P43t|2|bulb|true,194|W2.1x9.5d|2|bulb|true,1156|BA15s|2|bulb|true,n/a,n/a,n/a,n/a,n/a,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|1|bulb|true,168|W2.1x9.5d|1|bulb|true,921|W3x16d|1|bulb|true,1156|BA15s|1|bulb|true,n/a,n/a,n/a,n/a,168|W2.1x9.5d|1|bulb|true,168|W2.1x9.5d|2|bulb|true,n/a,168|W2.1x9.5d|1|bulb|true,n/a,74|T5|1|bulb|true,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Generic,,medium
2007,Subaru,R2,S (JDM),Hatchback,JDM,H4 (9003)|P43t|2|bulb|true,H4 (9003)|P43t|2|bulb|true,194|W2.1x9.5d|2|bulb|true,1156|BA15s|2|bulb|true,n/a,n/a,n/a,n/a,n/a,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|1|bulb|true,168|W2.1x9.5d|1|bulb|true,921|W3x16d|1|bulb|true,1156|BA15s|1|bulb|true,n/a,n/a,n/a,n/a,168|W2.1x9.5d|1|bulb|true,168|W2.1x9.5d|2|bulb|true,n/a,168|W2.1x9.5d|1|bulb|true,n/a,74|T5|1|bulb|true,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Generic,,medium
2007,Subaru,R2,S 4WD (JDM),Hatchback,JDM,H4 (9003)|P43t|2|bulb|true,H4 (9003)|P43t|2|bulb|true,194|W2.1x9.5d|2|bulb|true,1156|BA15s|2|bulb|true,n/a,n/a,n/a,n/a,n/a,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|1|bulb|true,168|W2.1x9.5d|1|bulb|true,921|W3x16d|1|bulb|true,1156|BA15s|1|bulb|true,n/a,n/a,n/a,n/a,168|W2.1x9.5d|1|bulb|true,168|W2.1x9.5d|2|bulb|true,n/a,168|W2.1x9.5d|1|bulb|true,n/a,74|T5|1|bulb|true,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Generic,,medium
2007,Subaru,R2,i (JDM),Hatchback,JDM,H4 (9003)|P43t|2|bulb|true,H4 (9003)|P43t|2|bulb|true,194|W2.1x9.5d|2|bulb|true,1156|BA15s|2|bulb|true,n/a,n/a,n/a,n/a,n/a,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|1|bulb|true,168|W2.1x9.5d|1|bulb|true,921|W3x16d|1|bulb|true,1156|BA15s|1|bulb|true,n/a,n/a,n/a,n/a,168|W2.1x9.5d|1|bulb|true,168|W2.1x9.5d|2|bulb|true,n/a,168|W2.1x9.5d|1|bulb|true,n/a,74|T5|1|bulb|true,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Generic,,medium
2007,Subaru,Sambar,Dias (JDM),Van,JDM,H4 (9003)|P43t|2|bulb|true,H4 (9003)|P43t|2|bulb|true,194|W2.1x9.5d|2|bulb|true,1156|BA15s|2|bulb|true,n/a,n/a,n/a,n/a,n/a,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|1|bulb|true,168|W2.1x9.5d|1|bulb|true,921|W3x16d|1|bulb|true,1156|BA15s|1|bulb|true,n/a,n/a,n/a,n/a,168|W2.1x9.5d|1|bulb|true,168|W2.1x9.5d|2|bulb|true,n/a,168|W2.1x9.5d|1|bulb|true,n/a,74|T5|1|bulb|true,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Generic,,medium
2007,Subaru,Sambar,Dias SC (JDM),Van,JDM,H4 (9003)|P43t|2|bulb|true,H4 (9003)|P43t|2|bulb|true,194|W2.1x9.5d|2|bulb|true,1156|BA15s|2|bulb|true,n/a,n/a,n/a,n/a,n/a,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|1|bulb|true,168|W2.1x9.5d|1|bulb|true,921|W3x16d|1|bulb|true,1156|BA15s|1|bulb|true,n/a,n/a,n/a,n/a,168|W2.1x9.5d|1|bulb|true,168|W2.1x9.5d|2|bulb|true,n/a,168|W2.1x9.5d|1|bulb|true,n/a,74|T5|1|bulb|true,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Generic,,medium
2007,Subaru,Sambar,Truck (JDM),Truck,JDM,H4 (9003)|P43t|2|bulb|true,H4 (9003)|P43t|2|bulb|true,194|W2.1x9.5d|2|bulb|true,1156|BA15s|2|bulb|true,n/a,n/a,n/a,n/a,n/a,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|1|bulb|true,168|W2.1x9.5d|1|bulb|true,921|W3x16d|1|bulb|true,1156|BA15s|1|bulb|true,n/a,n/a,n/a,n/a,168|W2.1x9.5d|1|bulb|true,168|W2.1x9.5d|2|bulb|true,n/a,168|W2.1x9.5d|1|bulb|true,168|W2.1x9.5d|1|bulb|true,74|T5|1|bulb|true,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Generic,,medium
2007,Subaru,Sambar,Truck 4WD (JDM),Truck,JDM,H4 (9003)|P43t|2|bulb|true,H4 (9003)|P43t|2|bulb|true,194|W2.1x9.5d|2|bulb|true,1156|BA15s|2|bulb|true,n/a,n/a,n/a,n/a,n/a,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|1|bulb|true,168|W2.1x9.5d|1|bulb|true,921|W3x16d|1|bulb|true,1156|BA15s|1|bulb|true,n/a,n/a,n/a,n/a,168|W2.1x9.5d|1|bulb|true,168|W2.1x9.5d|2|bulb|true,n/a,168|W2.1x9.5d|1|bulb|true,168|W2.1x9.5d|1|bulb|true,74|T5|1|bulb|true,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Generic,,medium
2007,Subaru,Sambar,Van (JDM),Van,JDM,H4 (9003)|P43t|2|bulb|true,H4 (9003)|P43t|2|bulb|true,194|W2.1x9.5d|2|bulb|true,1156|BA15s|2|bulb|true,n/a,n/a,n/a,n/a,n/a,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|1|bulb|true,168|W2.1x9.5d|1|bulb|true,921|W3x16d|1|bulb|true,1156|BA15s|1|bulb|true,n/a,n/a,n/a,n/a,168|W2.1x9.5d|1|bulb|true,168|W2.1x9.5d|2|bulb|true,n/a,168|W2.1x9.5d|1|bulb|true,n/a,74|T5|1|bulb|true,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Generic,,medium
2007,Subaru,Sambar,Van 4WD (JDM),Van,JDM,H4 (9003)|P43t|2|bulb|true,H4 (9003)|P43t|2|bulb|true,194|W2.1x9.5d|2|bulb|true,1156|BA15s|2|bulb|true,n/a,n/a,n/a,n/a,n/a,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|1|bulb|true,168|W2.1x9.5d|1|bulb|true,921|W3x16d|1|bulb|true,1156|BA15s|1|bulb|true,n/a,n/a,n/a,n/a,168|W2.1x9.5d|1|bulb|true,168|W2.1x9.5d|2|bulb|true,n/a,168|W2.1x9.5d|1|bulb|true,n/a,74|T5|1|bulb|true,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Generic,,medium
2007,Subaru,Sambar,Van SC (JDM),Van,JDM,H4 (9003)|P43t|2|bulb|true,H4 (9003)|P43t|2|bulb|true,194|W2.1x9.5d|2|bulb|true,1156|BA15s|2|bulb|true,n/a,n/a,n/a,n/a,n/a,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|1|bulb|true,168|W2.1x9.5d|1|bulb|true,921|W3x16d|1|bulb|true,1156|BA15s|1|bulb|true,n/a,n/a,n/a,n/a,168|W2.1x9.5d|1|bulb|true,168|W2.1x9.5d|2|bulb|true,n/a,168|W2.1x9.5d|1|bulb|true,n/a,74|T5|1|bulb|true,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Generic,,medium
2007,Subaru,Stella,Custom RS (JDM),Hatchback,JDM,H4 (9003)|P43t|2|bulb|true,H4 (9003)|P43t|2|bulb|true,194|W2.1x9.5d|2|bulb|true,1156|BA15s|2|bulb|true,n/a,n/a,n/a,n/a,n/a,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|1|bulb|true,168|W2.1x9.5d|1|bulb|true,921|W3x16d|1|bulb|true,1156|BA15s|1|bulb|true,n/a,n/a,n/a,n/a,168|W2.1x9.5d|1|bulb|true,168|W2.1x9.5d|2|bulb|true,n/a,168|W2.1x9.5d|1|bulb|true,n/a,74|T5|1|bulb|true,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Generic,,medium
2007,Subaru,Stella,L (JDM),Hatchback,JDM,H4 (9003)|P43t|2|bulb|true,H4 (9003)|P43t|2|bulb|true,194|W2.1x9.5d|2|bulb|true,1156|BA15s|2|bulb|true,n/a,n/a,n/a,n/a,n/a,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|1|bulb|true,168|W2.1x9.5d|1|bulb|true,921|W3x16d|1|bulb|true,1156|BA15s|1|bulb|true,n/a,n/a,n/a,n/a,168|W2.1x9.5d|1|bulb|true,168|W2.1x9.5d|2|bulb|true,n/a,168|W2.1x9.5d|1|bulb|true,n/a,74|T5|1|bulb|true,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Generic,,medium
2007,Subaru,Stella,LX (JDM),Hatchback,JDM,H4 (9003)|P43t|2|bulb|true,H4 (9003)|P43t|2|bulb|true,194|W2.1x9.5d|2|bulb|true,1156|BA15s|2|bulb|true,n/a,n/a,n/a,n/a,n/a,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|1|bulb|true,168|W2.1x9.5d|1|bulb|true,921|W3x16d|1|bulb|true,1156|BA15s|1|bulb|true,n/a,n/a,n/a,n/a,168|W2.1x9.5d|1|bulb|true,168|W2.1x9.5d|2|bulb|true,n/a,168|W2.1x9.5d|1|bulb|true,n/a,74|T5|1|bulb|true,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Generic,,medium
2007,Subaru,Stella,RN 4WD (JDM),Hatchback,JDM,H4 (9003)|P43t|2|bulb|true,H4 (9003)|P43t|2|bulb|true,194|W2.1x9.5d|2|bulb|true,1156|BA15s|2|bulb|true,n/a,n/a,n/a,n/a,n/a,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|1|bulb|true,168|W2.1x9.5d|1|bulb|true,921|W3x16d|1|bulb|true,1156|BA15s|1|bulb|true,n/a,n/a,n/a,n/a,168|W2.1x9.5d|1|bulb|true,168|W2.1x9.5d|2|bulb|true,n/a,168|W2.1x9.5d|1|bulb|true,n/a,74|T5|1|bulb|true,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Generic,,medium
2007,Subaru,Stella,RS (JDM),Hatchback,JDM,H4 (9003)|P43t|2|bulb|true,H4 (9003)|P43t|2|bulb|true,194|W2.1x9.5d|2|bulb|true,1156|BA15s|2|bulb|true,n/a,n/a,n/a,n/a,n/a,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|1|bulb|true,168|W2.1x9.5d|1|bulb|true,921|W3x16d|1|bulb|true,1156|BA15s|1|bulb|true,n/a,n/a,n/a,n/a,168|W2.1x9.5d|1|bulb|true,168|W2.1x9.5d|2|bulb|true,n/a,168|W2.1x9.5d|1|bulb|true,n/a,74|T5|1|bulb|true,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Generic,,medium
2007,Subaru,Tribeca,Base (US),Hatchback,USDM,H7|PX26d|2|bulb|true,9005 (HB3)|P20d|2|bulb|true,194|W2.1x9.5d|2|bulb|true,7440A|W3x16d|2|bulb|true,194|W2.1x9.5d|2|bulb|true,n/a,n/a,n/a,n/a,n/a,7443|W3x16q|2|bulb|true,7443|W3x16q|2|bulb|true,7440A|W3x16d|2|bulb|true,921|W3x16d|2|bulb|true,168|W2.1x9.5d|2|bulb|true,921|W3x16d|1|bulb|true,n/a,194|W2.1x9.5d|2|bulb|true,n/a,n/a,n/a,168|W2.1x9.5d|1|bulb|true,168|W2.1x9.5d|2|bulb|true,n/a,168|W2.1x9.5d|1|bulb|true,n/a,74|T5|1|bulb|true,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Generic,,medium
2008,Subaru,Dias Wagon,Classic (JDM),Wagon,JDM,H4 (9003)|P43t|2|bulb|true,H4 (9003)|P43t|2|bulb|true,194|W2.1x9.5d|2|bulb|true,1156|BA15s|2|bulb|true,n/a,n/a,n/a,n/a,unknown,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|1|bulb|true,168|W2.1x9.5d|1|bulb|true,921|W3x16d|1|bulb|true,1156|BA15s|1|bulb|true,n/a,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,168|W2.1x9.5d|2|bulb|true,n/a,168|W2.1x9.5d|1|bulb|true,n/a,74|T5|1|bulb|true,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Generic,,medium
2008,Subaru,Dias Wagon,Super Charger (JDM),Wagon,JDM,H4 (9003)|P43t|2|bulb|true,H4 (9003)|P43t|2|bulb|true,194|W2.1x9.5d|2|bulb|true,1156|BA15s|2|bulb|true,n/a,n/a,n/a,n/a,unknown,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|1|bulb|true,168|W2.1x9.5d|1|bulb|true,921|W3x16d|1|bulb|true,1156|BA15s|1|bulb|true,n/a,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,168|W2.1x9.5d|2|bulb|true,n/a,168|W2.1x9.5d|1|bulb|true,n/a,74|T5|1|bulb|true,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Generic,,medium
2008,Subaru,Dias Wagon,TA (JDM),Wagon,JDM,H4 (9003)|P43t|2|bulb|true,H4 (9003)|P43t|2|bulb|true,194|W2.1x9.5d|2|bulb|true,1156|BA15s|2|bulb|true,n/a,n/a,n/a,n/a,unknown,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|1|bulb|true,168|W2.1x9.5d|1|bulb|true,921|W3x16d|1|bulb|true,1156|BA15s|1|bulb|true,n/a,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,168|W2.1x9.5d|2|bulb|true,n/a,168|W2.1x9.5d|1|bulb|true,n/a,74|T5|1|bulb|true,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Generic,,medium
2008,Subaru,Exiga,2.0GT (JDM),Wagon,JDM,H11|PGJ19-2|2|bulb|true,9005 (HB3)|P20d|2|bulb|true,194|W2.1x9.5d|2|bulb|true,7440|W21W|2|bulb|true,n/a,LED_MODULE||0|led|false,H3|PK22s|2|bulb|true,n/a,unknown,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|2|bulb|true,168|W2.1x9.5d|2|bulb|true,921|W3x16d|1|bulb|true,1156|BA15s|1|bulb|true,n/a,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,168|W2.1x9.5d|2|bulb|true,n/a,168|W2.1x9.5d|1|bulb|true,n/a,74|T5|1|bulb|true,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Generic,,medium
2008,Subaru,Exiga,2.0i (JDM),Wagon,JDM,H11|PGJ19-2|2|bulb|true,9005 (HB3)|P20d|2|bulb|true,194|W2.1x9.5d|2|bulb|true,7440|W21W|2|bulb|true,n/a,LED_MODULE||0|led|false,H3|PK22s|2|bulb|true,n/a,unknown,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|2|bulb|true,168|W2.1x9.5d|2|bulb|true,921|W3x16d|1|bulb|true,1156|BA15s|1|bulb|true,n/a,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,168|W2.1x9.5d|2|bulb|true,n/a,168|W2.1x9.5d|1|bulb|true,n/a,74|T5|1|bulb|true,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Generic,,medium
2008,Subaru,Exiga,2.5i (JDM),Wagon,JDM,H11|PGJ19-2|2|bulb|true,9005 (HB3)|P20d|2|bulb|true,194|W2.1x9.5d|2|bulb|true,7440|W21W|2|bulb|true,n/a,LED_MODULE||0|led|false,H3|PK22s|2|bulb|true,n/a,unknown,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|2|bulb|true,168|W2.1x9.5d|2|bulb|true,921|W3x16d|1|bulb|true,1156|BA15s|1|bulb|true,n/a,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,168|W2.1x9.5d|2|bulb|true,n/a,168|W2.1x9.5d|1|bulb|true,n/a,74|T5|1|bulb|true,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Generic,,medium
2008,Subaru,Forester,2.0X (JDM),SUV,JDM,H11|PGJ19-2|2|bulb|true,9005 (HB3)|P20d|2|bulb|true,194|W2.1x9.5d|2|bulb|true,7440|W21W|2|bulb|true,n/a,LED_MODULE||0|led|false,H3|PK22s|2|bulb|true,n/a,unknown,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|2|bulb|true,168|W2.1x9.5d|2|bulb|true,921|W3x16d|1|bulb|true,1156|BA15s|1|bulb|true,n/a,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,168|W2.1x9.5d|2|bulb|true,n/a,168|W2.1x9.5d|1|bulb|true,n/a,74|T5|1|bulb|true,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Generic,,medium
